ID,Game,Away Team,Home Team,Pick Type,Pick Team,Pick Description,Odds,Confidence,Result,Status,Start Time,Settled At,League,Market Type,Reasoning,Created At,Last Updated,Graded At,Notes,Win Loss,Is Winner,Confidence Level,Is Enhanced,Source
2025_04_CLE_DET_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts CLE covers with 51.5% confidence,,2025-10-24T23:07:21.511253+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_CLE_DET_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 69.6% confidence,,2025-10-24T23:07:21.513866+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_GB_DAL_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 71.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.514077+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_GB_DAL_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts GB covers with 55.1% confidence,,2025-10-24T23:07:21.514240+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_GB_DAL_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 47.5 with 83.0% confidence,,2025-10-24T23:07:21.514389+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_IND_LA_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 51.5% confidence (FPI-adjusted),,2025-10-24T23:07:21.514713+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_IND_LA_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts IND covers with 53.1% confidence,,2025-10-24T23:07:21.514952+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_IND_LA_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 49.5 with 65.9% confidence,,2025-10-24T23:07:21.515139+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_JAX_SF_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 63.8% confidence (FPI-adjusted),,2025-10-24T23:07:21.515516+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_JAX_SF_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts JAX covers with 58.3% confidence,,2025-10-24T23:07:21.515857+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_JAX_SF_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 45.5 with 52.8% confidence,,2025-10-24T23:07:21.516115+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_LAC_NYG_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 56.8% confidence (FPI-adjusted),,2025-10-24T23:07:21.516307+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_LAC_NYG_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 43.5 with 67.6% confidence,,2025-10-24T23:07:21.516456+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_MIN_PIT_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 67.8% confidence (FPI-adjusted),,2025-10-24T23:07:21.516589+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_MIN_PIT_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 41.5 with 57.7% confidence,,2025-10-24T23:07:21.516729+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_NO_BUF_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 58.3% confidence (FPI-adjusted),,2025-10-24T23:07:21.516874+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_NO_BUF_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts UNDER 48.5 with 53.5% confidence,,2025-10-24T23:07:21.517073+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_NYJ_MIA_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 59.0% confidence (FPI-adjusted),,2025-10-24T23:07:21.517268+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_NYJ_MIA_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts UNDER 44.5 with 54.2% confidence,,2025-10-24T23:07:21.517432+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_PHI_TB_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 70.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.517758+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_PHI_TB_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 44.5 with 62.5% confidence,,2025-10-24T23:07:21.518093+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_SEA_ARI_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 69.7% confidence (FPI-adjusted),,2025-10-24T23:07:21.518292+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_SEA_ARI_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 43.5 with 69.8% confidence,,2025-10-24T23:07:21.518453+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_TEN_HOU_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 69.1% confidence (FPI-adjusted),,2025-10-24T23:07:21.518606+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_TEN_HOU_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 39.5 with 58.5% confidence,,2025-10-24T23:07:21.518999+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_04_WAS_ATL_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 55.4% confidence (FPI-adjusted),,2025-10-24T23:07:21.519370+00:00,,,WIN,True,LOW,True,firebase_existing
2025_04_WAS_ATL_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts UNDER 43.5 with 56.2% confidence,,2025-10-24T23:07:21.519611+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_DAL_NYJ_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 66.8% confidence (FPI-adjusted),,2025-10-24T23:07:21.519795+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_DAL_NYJ_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 48.5 with 72.6% confidence,,2025-10-24T23:07:21.520173+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_DEN_PHI_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 64.7% confidence (FPI-adjusted),,2025-10-24T23:07:21.520572+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_DEN_PHI_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 55.5% confidence,,2025-10-24T23:07:21.520894+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_DET_CIN_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 52.7% confidence (FPI-adjusted),,2025-10-24T23:07:21.521117+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_DET_CIN_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts UNDER 49.5 with 53.8% confidence,,2025-10-24T23:07:21.521302+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_HOU_BAL_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 71.3% confidence (FPI-adjusted),,2025-10-24T23:07:21.521502+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_HOU_BAL_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 41.5 with 70.1% confidence,,2025-10-24T23:07:21.521696+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_KC_JAX_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 66.7% confidence (FPI-adjusted),,2025-10-24T23:07:21.522592+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_KC_JAX_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 45.5 with 71.3% confidence,,2025-10-24T23:07:21.522883+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_LV_IND_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 54.8% confidence (FPI-adjusted),,2025-10-24T23:07:21.523093+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_LV_IND_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 46.5 with 51.0% confidence,,2025-10-24T23:07:21.523251+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_MIA_CAR_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 58.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.523400+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_MIA_CAR_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 44.5 with 57.5% confidence,,2025-10-24T23:07:21.524462+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_MIN_CLE_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 54.1% confidence (FPI-adjusted),,2025-10-24T23:07:21.524747+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_MIN_CLE_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts MIN covers with 54.3% confidence,,2025-10-24T23:07:21.524995+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_MIN_CLE_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 35.5 with 73.6% confidence,,2025-10-24T23:07:21.525257+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_NE_BUF_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 53.3% confidence (FPI-adjusted),,2025-10-24T23:07:21.525485+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_NE_BUF_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 49.5 with 65.9% confidence,,2025-10-24T23:07:21.525636+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_NYG_NO_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 73.4% confidence (FPI-adjusted),,2025-10-24T23:07:21.525775+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_NYG_NO_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 41.5 with 77.0% confidence,,2025-10-24T23:07:21.525918+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_SF_LA_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 73.4% confidence (FPI-adjusted),,2025-10-24T23:07:21.526055+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_SF_LA_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 43.5 with 70.2% confidence,,2025-10-24T23:07:21.526370+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_TB_SEA_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 64.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.526633+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_TB_SEA_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 44.5 with 74.2% confidence,,2025-10-24T23:07:21.527083+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_TEN_ARI_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 71.8% confidence (FPI-adjusted),,2025-10-24T23:07:21.527544+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_TEN_ARI_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 41.5 with 70.2% confidence,,2025-10-24T23:07:21.527922+00:00,,,WIN,True,LOW,True,firebase_existing
2025_05_WAS_LAC_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 56.4% confidence (FPI-adjusted),,2025-10-24T23:07:21.528299+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_05_WAS_LAC_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 47.5 with 75.3% confidence,,2025-10-24T23:07:21.529027+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_ARI_IND_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 70.6% confidence (FPI-adjusted),,2025-10-24T23:07:21.529322+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_ARI_IND_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 46.5 with 56.9% confidence,,2025-10-24T23:07:21.529627+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_BUF_ATL_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 59.1% confidence (FPI-adjusted),,2025-10-24T23:07:21.529919+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_BUF_ATL_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts UNDER 49.5 with 63.1% confidence,,2025-10-24T23:07:21.530202+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_CHI_WAS_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 56.0% confidence (FPI-adjusted),,2025-10-24T23:07:21.530391+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_CHI_WAS_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts CHI covers with 59.6% confidence,,2025-10-24T23:07:21.530541+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_CHI_WAS_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts UNDER 49.5 with 58.3% confidence,,2025-10-24T23:07:21.530692+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_CIN_GB_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 73.6% confidence (FPI-adjusted),,2025-10-24T23:07:21.530829+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_CIN_GB_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 44.5 with 64.5% confidence,,2025-10-24T23:07:21.530976+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_CLE_PIT_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 61.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.531124+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_CLE_PIT_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 37.5 with 71.5% confidence,,2025-10-24T23:07:21.531343+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_DAL_CAR_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 65.3% confidence (FPI-adjusted),,2025-10-24T23:07:21.531591+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_DAL_CAR_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 47.5 with 70.2% confidence,,2025-10-24T23:07:21.531971+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_DEN_NYJ_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 66.2% confidence (FPI-adjusted),,2025-10-24T23:07:21.532408+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_DEN_NYJ_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts DEN covers with 50.1% confidence,,2025-10-24T23:07:21.532852+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_DEN_NYJ_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts UNDER 43.5 with 57.6% confidence,,2025-10-24T23:07:21.533190+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_DET_KC_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 59.4% confidence (FPI-adjusted),,2025-10-24T23:07:21.533556+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_DET_KC_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 51.5 with 69.8% confidence,,2025-10-24T23:07:21.533999+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_LAC_MIA_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 69.2% confidence (FPI-adjusted),,2025-10-24T23:07:21.534248+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_LAC_MIA_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 45.5 with 55.8% confidence,,2025-10-24T23:07:21.534425+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_LA_BAL_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 66.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.534692+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_LA_BAL_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 43.5 with 63.8% confidence,,2025-10-24T23:07:21.534942+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_NE_NO_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 77.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.535141+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_NE_NO_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 46.5 with 62.2% confidence,,2025-10-24T23:07:21.535296+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_PHI_NYG_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 55.7% confidence (FPI-adjusted),,2025-10-24T23:07:21.535438+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_PHI_NYG_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 40.5 with 76.9% confidence,,2025-10-24T23:07:21.535574+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_SEA_JAX_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 54.1% confidence (FPI-adjusted),,2025-10-24T23:07:21.535773+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_SEA_JAX_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts SEA covers with 52.0% confidence,,2025-10-24T23:07:21.535920+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_SEA_JAX_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 47.5 with 80.5% confidence,,2025-10-24T23:07:21.536053+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_06_SF_TB_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 52.0% confidence (FPI-adjusted),,2025-10-24T23:07:21.536269+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_SF_TB_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 46.5 with 70.0% confidence,,2025-10-24T23:07:21.536513+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_TEN_LV_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 66.3% confidence (FPI-adjusted),,2025-10-24T23:07:21.536767+00:00,,,WIN,True,LOW,True,firebase_existing
2025_06_TEN_LV_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts UNDER 41.5 with 53.0% confidence,,2025-10-24T23:07:21.537013+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_ATL_SF_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 61.0% confidence (FPI-adjusted),,2025-10-24T23:07:21.537255+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_ATL_SF_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 46.5 with 68.1% confidence,,2025-10-24T23:07:21.537401+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_CAR_NYJ_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 68.1% confidence (FPI-adjusted),,2025-10-24T23:07:21.537541+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_CAR_NYJ_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 39.5 with 77.1% confidence,,2025-10-24T23:07:21.537674+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_GB_ARI_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 77.5% confidence (FPI-adjusted),,2025-10-24T23:07:21.537817+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_GB_ARI_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts GB covers with 51.8% confidence,,2025-10-24T23:07:21.537948+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_GB_ARI_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 44.5 with 62.9% confidence,,2025-10-24T23:07:21.538078+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_HOU_SEA_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 68.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.538208+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_HOU_SEA_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 41.5 with 72.8% confidence,,2025-10-24T23:07:21.538336+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_IND_LAC_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 60.1% confidence (FPI-adjusted),,2025-10-24T23:07:21.538477+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_IND_LAC_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 48.5 with 57.9% confidence,,2025-10-24T23:07:21.538625+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_LA_JAX_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 70.4% confidence (FPI-adjusted),,2025-10-24T23:07:21.538759+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_LA_JAX_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts LA covers with 55.9% confidence,,2025-10-24T23:07:21.538890+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_LA_JAX_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 90.5% confidence,,2025-10-24T23:07:21.539021+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_LV_KC_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 73.6% confidence (FPI-adjusted),,2025-10-24T23:07:21.539156+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_LV_KC_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts LV covers with 53.7% confidence,,2025-10-24T23:07:21.539291+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_LV_KC_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 53.8% confidence,,2025-10-24T23:07:21.539430+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_MIA_CLE_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 68.7% confidence (FPI-adjusted),,2025-10-24T23:07:21.539569+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_MIA_CLE_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 34.5 with 66.4% confidence,,2025-10-24T23:07:21.539711+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_NE_TEN_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 61.1% confidence (FPI-adjusted),,2025-10-24T23:07:21.539850+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_NE_TEN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 40.5 with 74.0% confidence,,2025-10-24T23:07:21.540000+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_NO_CHI_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 70.6% confidence (FPI-adjusted),,2025-10-24T23:07:21.540141+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_NO_CHI_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 43.5 with 54.1% confidence,,2025-10-24T23:07:21.540286+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_NYG_DEN_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 69.6% confidence (FPI-adjusted),,2025-10-24T23:07:21.540427+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_NYG_DEN_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts NYG covers with 61.5% confidence,,2025-10-24T23:07:21.540569+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_NYG_DEN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 39.5 with 66.9% confidence,,2025-10-24T23:07:21.540709+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_PHI_MIN_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 53.9% confidence (FPI-adjusted),,2025-10-24T23:07:21.540844+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_07_PHI_MIN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 43.5 with 76.4% confidence,,2025-10-24T23:07:21.541059+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_PIT_CIN_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 52.2% confidence (FPI-adjusted),,2025-10-24T23:07:21.541299+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_PIT_CIN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 45.5 with 56.3% confidence,,2025-10-24T23:07:21.541536+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_TB_DET_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 74.7% confidence (FPI-adjusted),,2025-10-24T23:07:21.541765+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_TB_DET_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts UNDER 54.5 with 52.6% confidence,,2025-10-24T23:07:21.542002+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_WAS_DAL_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 65.8% confidence (FPI-adjusted),,2025-10-24T23:07:21.542223+00:00,,,WIN,True,LOW,True,firebase_existing
2025_07_WAS_DAL_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 54.5 with 73.6% confidence,,2025-10-24T23:07:21.542369+00:00,,,WIN,True,LOW,True,firebase_existing
2025_08_MIN_LAC_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 70.0% confidence (FPI-adjusted),,2025-10-24T23:07:21.542510+00:00,,,WIN,True,LOW,True,firebase_existing
2025_08_MIN_LAC_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts MIN covers with 54.6% confidence,,2025-10-24T23:07:21.542651+00:00,,,LOSS,False,LOW,True,firebase_existing
2025_08_MIN_LAC_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 65.9% confidence,,2025-10-24T23:07:21.544389+00:00,,,LOSS,False,LOW,True,firebase_existing
